,date,disaster,province,total_cost,claims,postal_codes,duration,losses_day
1132,2023-11-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,11811.0,2,"[7580, 7839]",1,11811.0
1133,2023-01-07,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Illes Balears,119.0,1,[7100],1,119.0
1134,2023-01-09,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Illes Balears,1339.0,2,"[7110, 7193]",1,1339.0
1144,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Illes Balears,1268193.0,1418,"[7170, 7179, 7180, 7181, 7182, 7183, 7184, 7312, 7313, 7310, 7316, 7190, 7320, 7193, 7194, 7192, 7196, 7198, 7199, 7710, 7460, 7340, 7469, 7470, 7600, 7609, 7610, 7611, 7100, 7101, 7108, 7110, 7120, 7001, 7002, 7003, 7004, 7005, 7006, 7007, 7008, 7009, 7010, 7011, 7012, 7141, 7013, 7015, 7014, 7150, 7157, 7159, 7160]",10,126819.3
1147,2023-02-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Illes Balears,582480.0,242,"[7170, 7179, 7950, 7312, 7313, 7314, 7315, 7316, 7570, 7193, 7580, 7589, 7590, 35627, 7340, 7349, 7100, 7108, 7110, 7001, 7140]",3,194160.0
1148,2023-08-27,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Illes Balears,513358.0,312,"[7006, 7340, 7670, 7179, 7200, 7208, 7100, 7100, 7369, 7193, 7590, 7200, 7110, 7193, 7589, 7109, 7100, 7580, 7109, 7100, 7110, 7590, 7100, 7100, 7669, 7590, 7100, 7100, 7100, 7170, 7170, 7109, 7340, 7193, 7108, 7313, 7100, 7340, 7100, 7669, 7590, 7100, 7100, 7100, 7340, 7193, 7100, 7193, 7313, 7590, 7200, 7108, 7589, 7589, 7590, 7110, 7200, 7200, 7170, 7313, 7200, 7316, 7589, 7100, 7170, 7170, 7100, 7590, 7193, 7200, 7110, 7340, 7580, 7170, 7589, 7590, 7590, 7200, 7100, 7170, 7313, 7590, 7100, 7193, 7200, 7590, 7590, 7670, 7193, 7340, 7313, 7670, 7580, 7100, 7589, 7590, 7340, 7590, 7170, 7580, 7108, 7580, 7580, 7590, 7200, 7590, 7590, 7590, 7590, 7580, 7590, 7590, 7590, 7580, 7590, 7312, 7140, 7580, 7669, 7140, 7590, 7170, 7109, 7100, 7340, 7170, 7170, 7630, 7590, 7100, 7100, 7170, 7100, 7170, 7108, 7193, 7669, 7170, 7589, 7002, 7312, 7179, 7108, 7100, 7340, 7108, 7109, 7340, 7170, 7108, 7580, 7312, 7110, 7010, 7110, 7590, 7590, 7193, 7313, 7670, 7010, 7670, 7170, 7110, 7100, 7580, 7193, 7340, 7179, 7340, 7179, 7100, 7109, 7590, 7193, 7193, 7110, 7193, 7200, 7580, 7340, 7580, 7580, 7110, 7580, 7100, 7108, 7200, 7669, 7100, 7590, 7100, 7100, 7193, 7193, 7193, 7200, 7670, 7200, 7580, 7669, 7110, 7101, 7110, 7200, 7100, 7193, 7590, 7669, 7590, 7170, 7193, 7200, 7100, 7193, 7110, 7100, 7340, 7193, 7193, 7109, 7193, 7590, 7170, 7193, 7589, 7670, 7108, 7590, 7100, 7100, 7193, 7179, 7193, 7170, 7340, 7100, 7340, 7313, 7340, 7580, 7590, 7193, 7590, 7669, 7580, 7193, 7170, 7580, 7100, 7340, 7100, 7590, 7580, 7590, 7590, 7590, 7580, 7100, 7100, 7580, 7590, 7200, 7590, 7193, 7200, 7670, 7193, 7340, 7340, 7340, 7170, 7193, 7193, 7590, 7110, 7340, 7340, 7108, 7590, 7589, 7590, 7110, 7008, 7100, 7590, 7200, 7193, 7580, 7100, 7170, 7590, 7108, 7100, 7340, 7108, 7108, 7003, 7100, 7340, 7580, 7108, 7110, 7170, 7170, 7170, 7193, 7590, 7590, 7100, 7340, 7108]",1,513358.0
1149,2023-10-15,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Illes Balears,40657.0,7,"[7639, 7630, 7609, 7639, 7620, 7620, 7609]",1,40657.0
1154,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Illes Balears,11554.0,13,"[7170, 7108, 7110, 7315, 7193, 7100]",5,2310.8
1155,2023-01-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,5024.0,1,[23659],1,5024.0
1156,2023-03-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,31080.0,10,"[23311, 23410, 23410, 23410, 23311, 23499, 23410, 23410, 23410, 23410]",1,31080.0
1158,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,41484.0,13,"[23265, 23330, 23684, 23340, 23470, 23537]",2,20742.0
1159,2023-06-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,2585.0,1,[23215],1,2585.0
1160,2023-06-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,4747.0,2,"[23660, 23330]",1,4747.0
1161,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,1970.0,1,[23250],1,1970.0
1162,2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,3746.0,3,"[23100, 23500, 23500]",1,3746.0
1164,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,22525.0,7,"[23330, 23170, 23400, 23500, 23120]",2,11262.5
1166,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,223318.0,20,"[23680, 23490, 23686, 23687, 23530, 23500, 23660, 23215, 23610, 23100, 23450]",2,111659.0
1168,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,33510.0,15,"[23200, 23400, 23210, 23211, 23600, 23120, 23411, 23002, 23740, 23006]",2,16755.0
1170,2023-10-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,4594.0,3,"[23600, 23740, 23669]",2,2297.0
1175,2023-11-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Jaen,13027.0,23,"[23264, 23296, 23330, 23460, 23339, 23310, 23311, 23470, 23485, 23379, 23700, 23477, 23476, 23291, 23293, 23390]",5,2605.4
1176,2023-05-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,5312.0,1,[26313],1,5312.0
1177,2023-05-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,17294.0,9,"[26313, 26300, 26313, 26323, 26314, 26120, 26314, 26120, 26324]",1,17294.0
1178,2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,1388.0,1,[26313],1,1388.0
1180,2023-06-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,23671.0,9,"[26220, 26291, 26212, 26222]",2,11835.5
1185,2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,44867.0,10,"[26145, 26211, 26313, 26220, 26350, 26520, 26140]",5,8973.4
1192,2023-06-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,4073926.0,717,"[26240, 26370, 26371, 26375, 26120, 26250, 26001, 26002, 26003, 26004, 26005, 26006, 26007, 26520, 26008, 26130, 26009, 26140, 26141, 26142, 26134, 26144, 26530, 26160, 26291, 26300, 26311, 26312, 26313, 26314, 26315, 26323, 26325, 26200, 26210, 26340, 26350, 26223, 26359, 26360]",7,581989.4285714285
1193,2023-06-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,1095.0,1,[26313],1,1095.0
1194,2023-06-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,768.0,1,[26370],1,768.0
1198,2023-07-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,1711863.0,164,"[26210, 26211, 26212, 26540, 26350, 26550, 26007, 26200, 26329, 26559]",4,427965.75
1199,2023-07-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,1698.0,1,[26130],1,1698.0
1200,2023-07-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,1810.0,1,[26007],1,1810.0
1201,2023-07-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,2697.0,1,[26325],1,2697.0
1202,2023-08-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,169.0,1,[26200],1,169.0
1204,2023-09-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,32372.0,18,"[26370, 26340, 26376, 26509, 26513, 26002, 26580, 26005, 26006, 26007, 26008, 26140, 26141]",2,16186.0
1205,2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,15205.0,6,"[26513, 26350, 26009, 26370, 26140, 26371]",1,15205.0
1206,2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,263.0,1,[26005],1,263.0
1213,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,87629.0,16,"[26520, 26580, 26259, 26540]",7,12518.42857142857
1214,2023-09-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,2007.0,1,[26140],1,2007.0
1219,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,La Rioja,38333.0,59,"[26250, 26124, 26511, 26258, 26259, 26260, 26525, 26270, 26144, 26530, 26280, 26288, 26289, 26310, 26321, 26325, 26328, 26329, 26589]",5,7666.6
1221,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,La Rioja,3031.0,2,"[26280, 26520]",2,1515.5
1222,2023-10-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,La Rioja,1141.0,1,[26329],1,1141.0
1227,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,La Rioja,346208.0,359,"[26240, 26001, 26370, 26374, 26375, 26120, 26121, 26250, 26376, 26002, 26124, 26003, 26127, 26256, 26257, 26130, 26259, 26004, 26005, 26006, 26007, 26260, 26258, 26008, 26009, 26140, 26261, 26142, 26270, 26144, 26530, 26147, 26148, 26280, 26288, 26289, 26291, 26292, 26300, 26311, 26313, 26314, 26315, 26190, 26320, 26321, 26322, 26323, 26580, 26325, 26324, 26327, 26584, 26200, 26329, 26585, 26326, 26589, 26210, 26211, 26340, 26213, 26214, 26338, 26215, 26123, 26220, 26222, 26350, 26100, 26513, 26230, 26360]",5,69241.6
1228,2023-06-06,CAUSAS NATURALES/EMBATE DE MAR,Las Palmas,2274.0,2,"[35627, 35627]",1,2274.0
1229,2023-02-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Las Palmas,7344.0,2,"[35539, 35539]",1,7344.0
1233,2023-12-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Las Palmas,159348.0,55,"[35500, 35340, 35550]",4,39837.0
1235,2023-12-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Las Palmas,44617.0,4,"[35520, 35625, 35530]",2,22308.5
1236,2023-01-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,192.0,1,[24396],1,192.0
1237,2023-01-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,807.0,2,"[24401, 24719]",1,807.0
1238,2023-01-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,732.0,1,[24430],1,732.0
1239,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,704.0,1,[24150],1,704.0
1240,2023-06-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,2428.0,2,"[24400, 24163]",1,2428.0
1243,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,7083.0,4,"[24401, 24913, 24402, 24198]",3,2361.0
1249,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,185888.0,101,"[24416, 24198, 24200, 24400, 24401, 24402, 24403, 24500, 24600, 24121, 24414]",6,30981.333333333332
1254,2023-06-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,8690.0,6,"[24004, 24401, 24600, 24121, 24282]",5,1738.0
1256,2023-06-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,5537.0,2,"[24401, 24003]",2,2768.5
1257,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,1521.0,3,"[24220, 24220, 24220]",1,1521.0
1258,2023-09-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,3627.0,1,[24397],1,3627.0
1259,2023-09-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,907.0,1,[24392],1,907.0
1262,2023-09-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,5652.0,5,"[24280, 24414, 24750]",3,1884.0
1263,2023-10-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,6743.0,3,"[24343, 24343, 24343]",1,6743.0
1265,2023-10-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,2938.0,2,"[24858, 24810]",2,1469.0
1266,2023-11-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,234.0,1,[24313],1,234.0
1267,2023-11-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,4663.0,1,[24430],1,4663.0
1268,2023-01-01,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Leon,4273.0,14,"[24100, 24100, 24100, 24139, 24110, 24110, 24100, 24110, 24110, 24100, 24100, 24113, 24916, 24100]",1,4273.0
1274,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Leon,50247.0,88,"[24448, 24450, 24720, 24478, 24994, 24740, 24746, 24491, 24492, 24500, 24380, 24511, 24385, 24514, 24388, 24516, 24390, 24389, 24521, 24525, 24911, 24400, 24401, 24402, 24403, 24404, 24530, 24410, 24411, 24412, 24540, 24414, 24548, 24549, 24420, 24429, 24430, 24560, 24436, 24437, 24566, 24439, 24565, 24442, 24443]",6,8374.5
1275,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Leon,1840.0,8,"[24410, 24401, 24410, 24401, 24402, 24433, 24433, 24438]",1,1840.0
1283,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Leon,28021.0,72,"[24980, 24855, 24857, 24609, 24994, 24996, 24100, 24111, 24495, 24112, 24114, 24888, 24122, 24140, 24141, 24142, 24143, 24401, 24146, 24403, 24404, 24402, 24314, 24540, 24413, 24549, 24810, 24429, 24430, 24688, 24434, 24436, 24567, 24568, 24569, 24442, 24316, 24447]",8,3502.625
1284,2023-10-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Leon,3573.0,11,"[24140, 24100, 24494, 24110, 24139, 24100, 24100, 24100, 24100, 24100, 24100]",1,3573.0
1290,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Leon,148482.0,296,"[24600, 24100, 24110, 24111, 24112, 24114, 24640, 24130, 24133, 24135, 24648, 24139, 24140, 24141, 24142, 24143, 24144, 24170, 24690, 24700, 24717, 24721, 24722, 24734, 24742, 24746, 24767, 24300, 24310, 24312, 24314, 24316, 24830, 24318, 24319, 24845, 24855, 24857, 24858, 24360, 24882, 24887, 24377, 24378, 24379, 24380, 24384, 24385, 24389, 24390, 24396, 24397, 24398, 24911, 24400, 24401, 24402, 24403, 24404, 24917, 24918, 24410, 24411, 24413, 24414, 24415, 24420, 24429, 24430, 24438, 24439, 24441, 24442, 24447, 24448, 24450, 24460, 24469, 24489, 24490, 24491, 24492, 24494, 24495, 24500, 24514, 24516, 24517, 24520, 24521, 24523, 24525, 24530, 24540, 24549, 24550, 24560, 24565, 24566, 24567]",6,24747.0
1291,2023-05-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,381.0,1,[25400],1,381.0
1292,2023-05-24,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,307.0,1,[25750],1,307.0
1298,2023-06-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,32793.0,23,"[25316, 25230, 25200, 25008, 25300, 25140, 25143]",6,5465.5
1301,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,22889.0,6,"[25184, 25138, 25655, 25471]",3,7629.666666666667
1302,2023-06-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,780.0,1,[25530],1,780.0
1303,2023-06-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,2051.0,1,[25617],1,2051.0
1306,2023-06-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,229683.0,109,"[25600, 25737, 25230, 25614, 25616, 25617, 25241, 25244, 25123, 25125, 25133, 25138, 25139, 25141, 25400, 25410, 25670, 25300, 25196, 25197, 25332, 25334, 25337]",3,76561.0
1307,2023-07-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,20099.0,3,"[25170, 25170, 25727]",1,20099.0
1308,2023-07-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,1458.0,1,[25230],1,1458.0
1309,2023-07-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,14753.0,6,"[25242, 25150, 25230, 25171, 25179, 25430]",1,14753.0
1310,2023-08-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,472.0,1,[25740],1,472.0
1311,2023-08-24,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,616.0,1,[25586],1,616.0
1312,2023-09-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,1212.0,1,[25300],1,1212.0
1313,2023-01-14,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lleida,117.0,1,[25595],1,117.0
1317,2023-01-19,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lleida,14001.0,8,"[25520, 25712, 25552, 25527, 25594, 25566]",4,3500.25
1320,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lleida,45459.0,34,"[25794, 25795, 25798, 25574, 25515, 25520, 25552, 25528, 25526, 25560, 25594, 25566]",3,15153.0
1321,2023-07-27,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lleida,77843.0,37,"[25790, 25790, 25793, 25790, 25790, 25793, 25790, 25790, 25793, 25793, 25790, 25790, 25793, 25794, 25793, 25794, 25793, 25790, 25149, 25790, 25790, 25790, 25289, 25790, 25794, 25125, 25790, 25793, 25790, 25793, 25001, 25790, 25790, 25790, 25794, 25790, 25793]",1,77843.0
1322,2023-11-02,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lleida,2200.0,3,"[25560, 25500, 25630]",1,2200.0
1323,2023-11-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lleida,948.0,2,"[25790, 25597]",1,948.0
1329,2023-01-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,662683.0,168,"[27776, 27140, 27270, 27400, 27150, 27279, 27410, 27411, 27287, 27419, 27548, 27163, 27420, 27547, 27299, 27430, 27128, 27181, 27440, 27192, 27330, 27515, 27460, 27590, 27206, 27592, 27466, 27340, 27600, 27220, 27349, 27614, 27360, 27617, 27619, 27364, 27370, 27500, 27250, 27380, 27256, 27002, 27003, 27260, 27517, 27518, 27519]",6,110447.16666666667
1330,2023-01-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,725.0,1,[27378],1,725.0
1335,2023-01-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,915705.0,79,"[27150, 27154, 27294, 27299, 27300, 27815, 27568, 27700, 27840, 27850, 27866, 27867, 27869, 27360, 27367, 27370, 27372, 27373, 27377, 27378, 27380, 27001, 27004]",5,183141.0
1336,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,1285.0,1,[27187],1,1285.0
1339,2023-06-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,6612.0,7,"[27329, 27640, 27130, 27324, 27647]",3,2204.0
1342,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,240007.0,62,"[27648, 27169, 27269, 27210, 27340, 27150, 27192, 27257, 27002, 27003, 27546]",3,80002.33333333333
1344,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,29930.0,9,"[27833, 27210, 27244, 27279, 27188, 27257, 27258, 27259]",2,14965.0
1345,2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,2929.0,1,[27880],1,2929.0
1346,2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,2072.0,1,[27880],1,2072.0
1348,2023-09-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,15964.0,2,"[27800, 27700]",2,7982.0
1354,2023-09-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,55571.0,26,"[27680, 27617, 27744, 27780, 27367, 27146, 27788, 27183, 27600, 27663, 27186, 27793, 27700, 27377, 27792, 27610, 27003]",6,9261.833333333334
1355,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,3045.0,1,[27183],1,3045.0
1356,2023-10-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,160952.0,3,"[27850, 27711, 27711]",1,160952.0
1359,2023-11-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,23506.0,6,"[27370, 27820, 27377, 27380, 27286]",3,7835.333333333333
1360,2023-12-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,856.0,1,[27568],1,856.0
1361,2023-01-01,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,7067.0,13,"[27780, 27880, 27725, 27780, 27850, 27880, 27100, 27836, 27163, 27780, 27700, 27780, 27714]",1,7067.0
1362,2023-01-07,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,8509.0,13,"[27863, 27863, 27861, 27880, 27780, 27860, 27869, 27880, 27880, 27880, 27767, 27725, 27880]",1,8509.0
1372,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,273365.0,369,"[27650, 27659, 27660, 27664, 27665, 27666, 27670, 27676, 27677, 27679, 27700, 27710, 27713, 27714, 27720, 27729, 27730, 27740, 27742, 27744, 27747, 27240, 27760, 27765, 27770, 27774, 27776, 27777, 27780, 27785, 27787, 27790, 27792, 27793, 27796, 27286, 27287, 27800, 27810, 27300, 27813, 27814, 27815, 27816, 27305, 27818, 27307, 27306, 27308, 27822, 27310, 27825, 27830, 27320, 27833, 27834, 27835, 27836, 27837, 27840, 27841, 27850, 27860, 27861, 27863, 27864, 27865, 27866, 27867, 27868, 27869, 27870, 27877, 27880, 27375, 27377, 27890, 27891, 27379, 27893, 27380, 27892, 27889, 27378, 27100, 27632, 27640, 27130, 27646]",10,27336.5
1376,2023-03-10,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,5527.0,12,"[27877, 27720, 27850, 27723, 27863, 27869, 27870]",4,1381.75
1377,2023-03-13,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,3799.0,9,"[27870, 27863, 27866, 27850, 27864, 27850, 27861, 27850, 27864]",1,3799.0
1379,2023-03-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,20036.0,22,"[27879, 27751, 27850, 27725, 27861, 27286, 27287, 27864, 27863, 27867, 27740, 27742, 27743]",2,10018.0
