date,disaster,province,total_cost,claims,postal_codes,duration,losses_day
2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Leon,185888.0,101,"[24416, 24198, 24200, 24400, 24401, 24402, 24403, 24500, 24600, 24121, 24414]",6,30981.33333333333
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Leon,148482.0,296,"[24600, 24100, 24110, 24111, 24112, 24114, 24640, 24130, 24133, 24135, 24648, 24139, 24140, 24141, 24142, 24143, 24144, 24170, 24690, 24700, 24717, 24721, 24722, 24734, 24742, 24746, 24767, 24300, 24310, 24312, 24314, 24316, 24830, 24318, 24319, 24845, 24855, 24857, 24858, 24360, 24882, 24887, 24377, 24378, 24379, 24380, 24384, 24385, 24389, 24390, 24396, 24397, 24398, 24911, 24400, 24401, 24402, 24403, 24404, 24917, 24918, 24410, 24411, 24413, 24414, 24415, 24420, 24429, 24430, 24438, 24439, 24441, 24442, 24447, 24448, 24450, 24460, 24469, 24489, 24490, 24491, 24492, 24494, 24495, 24500, 24514, 24516, 24517, 24520, 24521, 24523, 24525, 24530, 24540, 24549, 24550, 24560, 24565, 24566, 24567]",6,24747.0
2023-06-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lleida,229683.0,109,"[25600, 25737, 25230, 25614, 25616, 25617, 25241, 25244, 25123, 25125, 25133, 25138, 25139, 25141, 25400, 25410, 25670, 25300, 25196, 25197, 25332, 25334, 25337]",3,76561.0
2023-07-27,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lleida,77843.0,37,"[25790, 25790, 25793, 25790, 25790, 25793, 25790, 25790, 25793, 25793, 25790, 25790, 25793, 25794, 25793, 25794, 25793, 25790, 25149, 25790, 25790, 25790, 25289, 25790, 25794, 25125, 25790, 25793, 25790, 25793, 25001, 25790, 25790, 25790, 25794, 25790, 25793]",1,77843.0
2023-01-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,662683.0,168,"[27776, 27140, 27270, 27400, 27150, 27279, 27410, 27411, 27287, 27419, 27548, 27163, 27420, 27547, 27299, 27430, 27128, 27181, 27440, 27192, 27330, 27515, 27460, 27590, 27206, 27592, 27466, 27340, 27600, 27220, 27349, 27614, 27360, 27617, 27619, 27364, 27370, 27500, 27250, 27380, 27256, 27002, 27003, 27260, 27517, 27518, 27519]",6,110447.16666666669
2023-01-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,915705.0,79,"[27150, 27154, 27294, 27299, 27300, 27815, 27568, 27700, 27840, 27850, 27866, 27867, 27869, 27360, 27367, 27370, 27372, 27373, 27377, 27378, 27380, 27001, 27004]",5,183141.0
2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,240007.0,62,"[27648, 27169, 27269, 27210, 27340, 27150, 27192, 27257, 27002, 27003, 27546]",3,80002.33333333333
2023-10-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Lugo,160952.0,3,"[27850, 27711, 27711]",1,160952.0
2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,273365.0,369,"[27650, 27659, 27660, 27664, 27665, 27666, 27670, 27676, 27677, 27679, 27700, 27710, 27713, 27714, 27720, 27729, 27730, 27740, 27742, 27744, 27747, 27240, 27760, 27765, 27770, 27774, 27776, 27777, 27780, 27785, 27787, 27790, 27792, 27793, 27796, 27286, 27287, 27800, 27810, 27300, 27813, 27814, 27815, 27816, 27305, 27818, 27307, 27306, 27308, 27822, 27310, 27825, 27830, 27320, 27833, 27834, 27835, 27836, 27837, 27840, 27841, 27850, 27860, 27861, 27863, 27864, 27865, 27866, 27867, 27868, 27869, 27870, 27877, 27880, 27375, 27377, 27890, 27891, 27379, 27893, 27380, 27892, 27889, 27378, 27100, 27632, 27640, 27130, 27646]",10,27336.5
2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,108721.0,144,"[27648, 27776, 27650, 27780, 27788, 27277, 27662, 27278, 27664, 27793, 27666, 27790, 27668, 27796, 27670, 27798, 27287, 27800, 27677, 27422, 27679, 27811, 27814, 27818, 27824, 27698, 27700, 27320, 27835, 27325, 27710, 27841, 27713, 27332, 27460, 27334, 27335, 27845, 27466, 27850, 27346, 27730, 27348, 27861, 27860, 27863, 27865, 27774, 27867, 27740, 27869, 27870, 27866, 27620, 27876, 27751, 27880, 27879, 27377, 27378, 27891, 27890, 27765, 27766, 27893, 27640, 27892, 27130, 27131, 27132, 27646, 27647]",8,13590.125
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Lugo,938417.0,1060,"[27649, 27650, 27140, 27141, 27142, 27656, 27658, 27659, 27146, 27150, 27663, 27664, 27665, 27154, 27155, 27667, 27157, 27670, 27668, 27160, 27161, 27153, 27163, 27675, 27677, 27676, 27680, 27169, 27170, 27279, 27686, 27688, 27181, 27183, 27184, 27695, 27698, 27187, 27700, 27191, 27192, 27710, 27711, 27712, 27713, 27714, 27715, 27720, 27210, 27211, 27215, 27730, 27220, 27738, 27740, 27228, 27229, 27230, 27744, 27232, 27231, 27747, 27235, 27233, 27750, 27240, 27242, 27244, 27246, 27760, 27250, 27765, 27766, 27767, 27256, 27770, 27259, 27260, 27773, 27774, 27776, 27266, 27779, 27780, 27267, 27270, 27271, 27272, 27273, 27785, 27787, 27788, 27789, 27790, 27278, 27792, 27793, 27810, 27795, 27796, 27797, 27798, 27287, 27800, 27286, 27290, 27293, 27294, 27813, 27296, 27298, 27299, 27300, 27811, 27814, 27815, 27812, 27305, 27818, 27307, 27308, 27309, 27306, 27823, 27816, 27825, 27826, 27317, 27830, 27320, 27833, 27834, 27835, 27836, 27324, 27325, 27837, 27840, 27832, 27330, 27843, 27844, 27334, 27336, 27850, 27345, 27346, 27347, 27860, 27861, 27863, 27864, 27865, 27866, 27867, 27868, 27870, 27360, 27363, 27876, 27877, 27878, 27879, 27367, 27880, 27369, 27370, 27368, 27372, 27373, 27375, 27888, 27377, 27890, 27891, 27892, 27893, 27380, 27376, 27378, 27379, 27889, 27392, 27413, 27500, 27510, 27511, 27001, 27514, 27003, 27004, 27002, 27518, 27519, 27550, 27152, 27559, 27560, 27568, 27569, 27600, 27611, 27100, 27615, 27616, 27617, 27620, 27110, 27112, 27625, 27116, 27117, 27630, 27120, 27632, 27122, 27636, 27127, 27640, 27130, 27131, 27133]",5,187683.4
2023-06-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,6014351.0,1204,"[28680, 28180, 28700, 28701, 28702, 28703, 28708, 28709, 28200, 28729, 28221, 28223, 28224, 28229, 28231, 28750, 28240, 28760, 28250, 28260, 28280, 28794, 28802, 28803, 28804, 28805, 28806, 28294, 28810, 28812, 28300, 28814, 28816, 28821, 28822, 28823, 28830, 28320, 28840, 28330, 28850, 28340, 28341, 28342, 28343, 28350, 28359, 28880, 28890, 28380, 28391, 28400, 28914, 28410, 28411, 28412, 28413, 28935, 28430, 28440, 28450, 28971, 28978, 28979, 28990, 28991, 28490, 28491, 28492, 28500, 28510, 28511, 28000, 28512, 28002, 28005, 28007, 28008, 28521, 28010, 28011, 28013, 28016, 28017, 28530, 28019, 28020, 28021, 28022, 28023, 28024, 28025, 28529, 28027, 28029, 28030, 28032, 28033, 28034, 28035, 28036, 28037, 28038, 28039, 28041, 28042, 28043, 28045, 28046, 28560, 28049, 28050, 28051, 28048, 28053, 28054, 28609, 28100, 28108, 28109, 28630, 28640, 28140, 28660, 28150]",9,668261.2222222222
2023-06-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,412802.0,36,"[28864, 28260, 28037, 28231, 28935, 28240, 28850, 28690, 28691, 28791, 28380, 28350]",5,82560.4
2023-06-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,225368.0,57,"[28003, 28804, 28806, 28390, 28590, 28752, 28560, 28690, 28020, 28341, 28597, 28791, 28600, 28410, 28411, 28380, 28991]",5,45073.6
2023-09-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,51550509.0,6192,"[28680, 28292, 28802, 28690, 28691, 28692, 28693, 28694, 28695, 28696, 28180, 28700, 28701, 28702, 28703, 28706, 28707, 28708, 28709, 28710, 28200, 28720, 28210, 28723, 28212, 28213, 28214, 28211, 28219, 28220, 28811, 28222, 28223, 28224, 28812, 28739, 28740, 28229, 28742, 28231, 28232, 28743, 28749, 28750, 28240, 28248, 28760, 28250, 28003, 28770, 28260, 28270, 28791, 28280, 28792, 28794, 28801, 28290, 28803, 28804, 28293, 28294, 28295, 28296, 28807, 28297, 28810, 28300, 28805, 28806, 28813, 28816, 28817, 28814, 28523, 28815, 28821, 28822, 28823, 28818, 28830, 28320, 28840, 28330, 28529, 28850, 28340, 28343, 28860, 28861, 28350, 28863, 28864, 28862, 28359, 28880, 28370, 28028, 28890, 28891, 28380, 28901, 28902, 28903, 28904, 28905, 28906, 28909, 28400, 28914, 28916, 28918, 28919, 28921, 28922, 28923, 28411, 28925, 28924, 28410, 28412, 28931, 28420, 28933, 28934, 28935, 28936, 28937, 28938, 28939, 28941, 28942, 28943, 28944, 28430, 28945, 28946, 28947, 28950, 28440, 28970, 28971, 28976, 28977, 28978, 28979, 28981, 28470, 28983, 28982, 28990, 28991, 28490, 28491, 28492, 28500, 28510, 28000, 28001, 28002, 28514, 28004, 28005, 28006, 28007, 28008, 28521, 28009, 28011, 28012, 28010, 28014, 28015, 28016, 28017, 28530, 28019, 28020, 28021, 28022, 28023, 28024, 28025, 28026, 28027, 28540, 28029, 28030, 28031, 28032, 28033, 28034, 28035, 28036, 28037, 28038, 28039, 28040, 28041, 28042, 28043, 28044, 28045, 28046, 28047, 28560, 28049, 28050, 28051, 28052, 28053, 28054, 28055, 28590, 28597, 28598, 28600, 28607, 28609, 28610, 28100, 28620, 28109, 28108, 28110, 28630, 28120, 28640, 28130, 28650, 28140, 28660, 28150, 28670]",17,3032382.882352941
2023-10-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,6848261.0,806,"[28691, 28180, 28702, 28703, 28706, 28707, 28708, 28710, 28200, 28729, 28220, 28221, 28223, 28224, 28229, 28232, 28750, 28760, 28248, 28250, 28770, 28801, 28290, 28803, 28804, 28802, 28806, 28807, 28296, 28810, 28812, 28813, 28814, 28815, 28816, 28821, 28822, 28320, 28840, 28330, 28850, 28340, 28341, 28860, 28863, 28864, 28880, 28890, 28891, 28901, 28905, 28906, 28907, 28914, 28918, 28919, 28921, 28922, 28923, 28924, 28925, 28932, 28933, 28934, 28935, 28936, 28937, 28938, 28939, 28420, 28941, 28942, 28943, 28945, 28946, 28947, 28950, 28970, 28971, 28978, 28982, 28990, 28500, 28000, 28001, 28514, 28002, 28512, 28005, 28008, 28521, 28522, 28011, 28010, 28009, 28523, 28015, 28016, 28019, 28021, 28022, 28023, 28024, 28025, 28026, 28027, 28028, 28029, 28031, 28032, 28034, 28035, 28037, 28038, 28039, 28041, 28042, 28043, 28045, 28047, 28049, 28050, 28051, 28052, 28600, 28607, 28609, 28100, 28108, 28620, 28110, 28109, 28130, 28140, 28660, 28150, 28670]",6,1141376.8333333333
2023-12-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Madrid,1622579.0,131,"[28033, 28931, 28042, 28941, 28942, 28814, 28816, 28049, 28690, 28822, 28701, 28981, 28343, 28860, 28862, 28991, 28864, 28607, 28863, 28023, 28100, 28222, 28110, 28120, 28510, 28514, 28008, 28012, 28014, 28019, 28919, 28921]",2,811289.5
2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Madrid,421074.0,572,"[28935, 28296, 28297, 28430, 28440, 28190, 28191, 28450, 28707, 28200, 28972, 28460, 28720, 28210, 28470, 28729, 28730, 28737, 28739, 28740, 28742, 28743, 28490, 28491, 28492, 28752, 28120, 28410, 28770, 28791, 28792, 28793, 28794, 28411, 28412, 28413]",10,42107.4
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Madrid,228198.0,285,"[28296, 28297, 28430, 28440, 28450, 28707, 28460, 28210, 28850, 28470, 28730, 28737, 28739, 28740, 28743, 28490, 28491, 28492, 28749, 28754, 28120, 28770, 28791, 28792, 28793, 28410, 28411, 28412, 28413]",5,45639.6
2023-02-11,CAUSAS NATURALES/EMBATE DE MAR,Malaga,117617.0,7,"[29601, 29640, 29740, 29680, 29016, 29693]",2,58808.5
2023-02-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Malaga,425166.0,25,"[29120, 29670, 29640, 29003, 29679, 29650, 29651, 29688]",3,141722.0
2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Malaga,82224.0,9,"[29328, 29328, 29328, 29328, 29328, 29328, 29328, 29328, 29328]",1,82224.0
2023-06-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,9538048.0,2299,"[30730, 30740, 3657, 30800, 30300, 30812, 30817, 30820, 30310, 30830, 30319, 30320, 30833, 30834, 30835, 30840, 30330, 30332, 30333, 30335, 30848, 30338, 30850, 30860, 30351, 30868, 30870, 30360, 30875, 30364, 30366, 30880, 30369, 30370, 30368, 30889, 30890, 30380, 30384, 30385, 30390, 30391, 30392, 30393, 30394, 30396, 30399, 30400, 30410, 30430, 30439, 30500, 30506, 30507, 30508, 30509, 30510, 30002, 30006, 30009, 30012, 30530, 30540, 30550, 30560, 30564, 30565, 30570, 30579, 30590, 30592, 30593, 30600, 30611, 30612, 30613, 30100, 30620, 30110, 30120, 30640, 30140, 30148, 30150, 30152, 30153, 30155, 30160, 30161, 30167, 30168, 30169, 30170, 30180, 30700, 30193, 30709, 30201, 30202, 30203, 30204, 30205]",16,596128.0
2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,168356.0,47,"[30400, 30412, 30400, 30195, 30413, 30440, 30430, 30195, 30195, 30400, 30440, 30420, 30195, 30400, 30195, 30400, 30400, 30400, 30400, 30400, 30400, 30410, 30413, 30400, 30195, 30195, 30400, 30440, 30400, 30195, 30400, 30400, 30420, 30400, 30400, 30400, 30400, 30440, 30440, 30440, 30440, 30400, 30400, 30400, 30400, 30440, 30439]",1,168356.0
2023-09-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Murcia,561017.0,101,"[30848, 30600, 30100, 30740, 30107, 30110, 30500, 30891, 30508, 30003, 30006, 30007, 30008, 30009, 30140, 30530, 30160, 30163, 30165, 30170, 30562, 30179, 30565, 30191, 30835, 30837, 30589]",3,187005.66666666663
2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Murcia,446015.0,572,"[2438, 30878, 30880, 30889, 30890, 30891, 30893, 30510, 30400, 30410, 30411, 30412, 30414, 30800, 30810, 30811, 30812, 30813, 30815, 30816, 30817, 30818, 30440, 30441, 30195]",7,63716.42857142857
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Murcia,408940.0,543,"[30850, 30858, 30859, 30860, 30870, 30875, 30878, 30879, 30880, 30889, 30890, 30891, 30893, 30400, 30410, 30412, 30413, 30800, 30420, 30170, 30810, 30811, 30813, 30430, 30812, 30816, 30177, 30817, 30818, 30180, 30814, 30815, 30439, 30440, 30441, 30442, 30438, 30189, 30193, 30194, 30195, 30840]",5,81788.0
2023-05-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,1750631.0,220,"[31780, 31720, 31754, 31789, 31792, 31770]",4,437657.75
2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,319967.0,93,"[31200, 31780, 31110, 31192, 31015, 31241, 31179, 31470, 31119, 31191, 31100, 31132, 31292, 31229, 31230]",5,63993.4
2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,220975.0,17,"[31745, 31713, 31780, 31400, 31242, 31471, 31409, 31570, 31415, 31100, 31487]",4,55243.75
2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,126797.0,27,"[31520, 31521, 31174, 31230, 31014, 31593, 31178, 31500, 31790, 31448, 31440, 31480, 31770, 31710]",2,63398.5
2023-07-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,194121.0,53,"[31200, 31010, 31330, 31383, 31180, 31472, 31313, 31314, 31699, 31380, 31190, 31382, 31320, 31007]",3,64707.0
2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,719858.0,191,"[31620, 31621, 31110, 31239, 31240, 31241, 31243, 31630, 31119, 31001, 31002, 31132, 31005, 31006, 31263, 31008, 31009, 31010, 31011, 31012, 31013, 31014, 31015, 31016, 31264, 31150, 31151, 31281, 31160, 31800, 31292, 31420, 31170, 31171, 31300, 31174, 31180, 31486, 31440, 31314, 31699, 31190, 31191, 31192, 31830, 31195, 31580, 31133, 31200, 31587, 31007, 31591, 31470, 31600, 31610, 31100, 31230]",6,119976.33333333331
2023-09-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Navarra,164496.0,38,"[31200, 31264, 31620, 31110, 31591, 31176, 31593, 31592, 31486, 31570, 31699, 31192, 31132, 31290, 31292, 31262]",4,41124.0
2023-01-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,780217.0,116,"[32001, 32130, 32515, 32901, 32133, 32652, 32781, 32140, 32910, 32400, 32660, 32151, 32792, 32793, 32411, 32415, 32417, 32418, 32420, 32678, 32170, 32172, 32429, 32941, 32431, 32688, 32813, 32940, 32820, 32694, 32698, 32570, 32572, 32701, 32453, 32710, 32454, 32456, 32457, 32720, 32593, 32980, 32981, 32600, 32611, 32613, 32102, 32870, 32618, 32500, 32630, 32631, 32120, 32635]",4,195054.25
2023-01-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,96947.0,4,"[32330, 32600, 32813, 32701]",1,96947.0
2023-01-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,87438.0,4,"[32001, 32500, 32702, 32300]",2,43719.0
2023-06-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,695019.0,188,"[32001, 32002, 32003, 32004, 32005, 32899, 32137, 32400, 32530, 32920, 32414, 32418, 32694, 32710, 32330, 32970, 32335, 32600, 32100, 32101, 32613, 32103, 32615, 32618, 32619, 32370, 32500, 32630, 32631, 32636]",6,115836.5
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,149675.0,209,"[32770, 32778, 32780, 32781, 32782, 32786, 32788, 32790, 32800, 32810, 32811, 32300, 32814, 32817, 32310, 32311, 32312, 32314, 32315, 32317, 32840, 32330, 32336, 32337, 32338, 32850, 32340, 32849, 32860, 32348, 32350, 32356, 32869, 32870, 32357, 32360, 32358, 32879, 32880, 32372, 32373, 32892, 32895, 32400, 32410, 32411, 32412, 32413, 32416, 32418, 32420, 32425, 32428, 32433, 32448, 32514, 32520, 32521, 32525, 32530, 32539, 32540, 32549, 32550, 32558, 32574, 32634, 32641, 32643, 32648, 32160, 32700, 32702, 32705, 32720, 32212, 32730, 32227, 32740, 32229, 32235, 32748, 32760, 32764, 32765]",6,24945.83333333333
2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,213788.0,82,"[34337, 34465, 34120, 34440, 34478, 34192, 34129, 34450, 34449, 34100, 34486, 34840]",5,42757.6
2023-01-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,3771346.0,516,"[36866, 36867, 36868, 36869, 36870, 36360, 36873, 36874, 36875, 36876, 36878, 36879, 36880, 36370, 36378, 36379, 36890, 36380, 36895, 36388, 36389, 36390, 36392, 36393, 36400, 36410, 36413, 36418, 36430, 36945, 36946, 36440, 36448, 36449, 36450, 36455, 36457, 36458, 36459, 36460, 36970, 36470, 36862, 36472, 36471, 36474, 36475, 36511, 36556, 36600, 36619, 36637, 36143, 36658, 36156, 36700, 36710, 36711, 36712, 36713, 36715, 36720, 36210, 36212, 36213, 36214, 36729, 36730, 36739, 36740, 36749, 36750, 36760, 36770, 36780, 36788, 36789, 36790, 36791, 36792, 36794, 36800, 36300, 36308, 36309, 36310, 36313, 36316, 36318, 36330, 36340, 36860, 36861, 36350, 36863]",4,942836.5
2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,146510.0,46,"[36995, 36740, 36619, 36629, 36630, 36002, 36389, 36390, 36141, 36142, 36912, 36790, 36794, 36156, 36800, 36690, 36440, 36700, 36317, 36190, 36959, 36967, 36711, 36969, 36713, 36203, 36204, 36207, 36979, 36980, 36212, 36856, 36990]",3,48836.66666666666
2023-11-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,1923627.0,251,"[36866, 36867, 36870, 36872, 36875, 36370, 36883, 36887, 36890, 36379, 36380, 36388, 36900, 36390, 36391, 36393, 36400, 36913, 36417, 36419, 36420, 36939, 36955, 36960, 36966, 36455, 36969, 36970, 36980, 36990, 36993, 36492, 36494, 36001, 36002, 36540, 36600, 36614, 36616, 36620, 36116, 36633, 36635, 36636, 36130, 36645, 36649, 36650, 36143, 36656, 36655, 36658, 36151, 36156, 36157, 36670, 36158, 36675, 36688, 36690, 36711, 36201, 36202, 36203, 36204, 36205, 36207, 36208, 36209, 36210, 36212, 36213, 36214, 36215, 36216, 36794, 36800, 36300, 36820, 36309, 36312, 36315, 36318, 36331, 36340, 36856, 36860, 36861, 36350, 36863]",13,147971.3076923077
2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,91419.0,136,"[36739, 36740, 36870, 36873, 36746, 36876, 36749, 36891, 36380, 36770, 36388, 36389, 36390, 36393, 36779, 36780, 36788, 36789, 36794, 36419, 36420, 36300, 36307, 36435, 36309, 36440, 36316, 36446, 36960, 36449, 36450, 36836, 36966, 36455, 36969, 36458, 36970, 36457, 36847, 36988, 36979, 36980, 36860, 36989, 36990, 36991]",8,11427.375
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,1818631.0,2286,"[36864, 36865, 36866, 36867, 36869, 36870, 36360, 36873, 36872, 36875, 36876, 36877, 36878, 36880, 36370, 36883, 36885, 36887, 36888, 36889, 36890, 36379, 36380, 36378, 36895, 36900, 36388, 36390, 36391, 36392, 36393, 36389, 36910, 36911, 36400, 36913, 36914, 36915, 36912, 36410, 36411, 36412, 36415, 36416, 36417, 36930, 36419, 36420, 36418, 36937, 36938, 36939, 36940, 36430, 36945, 36946, 36947, 36437, 36950, 36949, 36440, 36954, 36955, 36957, 36446, 36958, 36960, 36959, 36450, 36448, 36966, 36967, 36968, 36969, 36970, 36457, 36460, 36458, 36979, 36980, 36470, 36471, 36472, 36474, 36475, 36988, 36989, 36990, 36991, 36992, 36993, 36995, 36500, 36510, 36511, 36512, 36001, 36002, 36003, 36004, 36005, 36515, 36517, 36519, 36668, 36516, 36518, 36530, 36537, 36540, 36544, 36545, 36546, 36547, 36550, 36555, 36556, 36557, 36560, 36568, 36570, 36579, 36584, 36588, 36589, 36080, 36596, 36600, 36610, 36611, 36612, 36613, 36614, 36616, 36617, 36618, 36619, 36620, 36110, 36626, 36627, 36628, 36629, 36630, 36117, 36120, 36121, 36634, 36635, 36636, 36637, 36638, 36639, 36640, 36633, 36645, 36647, 36648, 36650, 36139, 36140, 36141, 36142, 36143, 36653, 36657, 36658, 36655, 36660, 36652, 36150, 36151, 36659, 36153, 36154, 36156, 36157, 36670, 36158, 36160, 36669, 36162, 36163, 36164, 36677, 36161, 36679, 36680, 36681, 36675, 36683, 36684, 36685, 36686, 36688, 36690, 36691, 36692, 36693, 36118, 36700, 36190, 36191, 36192, 36194, 36710, 36711, 36200, 36201, 36202, 36203, 36204, 36205, 36206, 36207, 36208, 36209, 36210, 36211, 36212, 36213, 36214, 36215, 36216, 36729, 36730, 36739, 36740, 36713, 36746, 36747, 36749, 36750, 36714, 36715, 36760, 36770, 36780, 36720, 36788, 36789, 36790, 36791, 36792, 36794, 36800, 36810, 36811, 36812, 36300, 36814, 36815, 36116, 36817, 36818, 36307, 36820, 36309, 36310, 36308, 36312, 36313, 36314, 36315, 36316, 36317, 36318, 36830, 36320, 36828, 36829, 36826, 36119, 36837, 36840, 36841, 36330, 36331, 36843, 36845, 36847, 36849, 36340, 36854, 36855, 36856, 36858, 36860, 36861, 36350, 36863]",5,363726.2
2023-01-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,874774.0,133,"[37120, 37248, 37766, 37129, 37130, 37260, 37900, 37789, 37281, 37795, 37796, 37800, 37181, 37183, 37440, 37185, 37313, 37187, 37446, 37448, 37449, 37450, 37451, 37200, 37460, 37591, 37208, 37468, 37470, 37600, 37494]",5,174954.8
2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,119389.0,38,"[37312, 37313, 37184, 37185, 37700, 37318, 37864, 37001, 37002, 37003, 37005, 37778, 37267, 37300, 37330, 37340, 37789]",5,23877.8
2023-08-13,CAUSAS NATURALES/EMBATE DE MAR,Santa Cruz de Tenerife,128908.0,5,"[38660, 38631, 38639, 38679, 38109]",2,64454.0
2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,114609.0,25,"[40520, 40449, 40556]",2,57304.5
2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,1318958.0,298,"[40320, 40449, 40194, 40195, 40466, 40480, 40123, 40141, 40142, 40400, 40150, 40151, 40152, 40024, 40154, 40410, 40421, 40422, 40423, 40424]",4,329739.5
2023-11-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Segovia,106367.0,173,"[40193, 40194, 40195, 40196, 40197, 40100, 40370, 40500, 40510, 40001, 40002, 40003, 40516, 40005, 40006, 40518, 40392, 40004, 40185, 40140, 40142, 40400, 40529, 40532, 40153, 40410, 40540, 40160, 40161, 40162, 40420, 40421, 40164, 40424, 40553, 40170, 40171, 40560, 40180, 40181, 40313, 40190, 40191]",4,26591.75
2023-06-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,90327.0,28,"[41410, 41219, 41640, 41740, 41749, 41210]",3,30109.0
2023-09-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,154980.0,61,"[41100, 41110, 41500, 41900, 41006, 41008, 41009, 41010, 41907, 41908, 41015, 41016, 41018, 41020, 41920, 41927, 41804, 41807, 41300, 41309, 41950, 41702, 41710, 41200, 41970, 41980]",4,38745.0
2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,214235.0,48,"[41920, 41479, 41450, 41390, 41360, 41560, 41565, 41567]",2,107117.5
2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,475623.0,120,"[41728, 41089, 41600, 41100, 41360, 41370, 41500, 41120, 41640, 41770, 41900, 41006, 41007, 41008, 41013, 41014, 41016, 41530, 41018, 41020, 41410, 41540, 41804, 41806, 41807, 41940, 41560, 41310, 41950, 41701, 41702, 41703, 41710, 41720, 41980]",4,118905.75
