date,disaster,province,total_cost,claims,postal_codes,duration,losses_day
2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cantabria,1055017.0,1639,"[39430, 39450, 39470, 39477, 39478, 39479, 39490, 39001, 39002, 39003, 39004, 39005, 39006, 39007, 39008, 39009, 39010, 39011, 39012, 39520, 39530, 39548, 39549, 39560, 39569, 39590, 39600, 39608, 39609, 39610, 39611, 39100, 39612, 39613, 39618, 39619, 39108, 39620, 39110, 39626, 39627, 39630, 39120, 39638, 39639, 39640, 39130, 39649, 39650, 39140, 39660, 39150, 39670, 39160, 39679, 39680, 39170, 39687, 39688, 39690, 39691, 39180, 39692, 39694, 39696, 39698, 39700, 39191, 39192, 39193, 39706, 39195, 39707, 39197, 39710, 39709, 39200, 39715, 39716, 39718, 39719, 39720, 39721, 39210, 39722, 39723, 39724, 39213, 39727, 39212, 39730, 39738, 39740, 39750, 39760, 39761, 39762, 39764, 39766, 39770, 39776, 39777, 39778, 39788, 39790, 39791, 39792, 39793, 39794, 39795, 39796, 39798, 39800, 39806, 39300, 39812, 39813, 39815, 39820, 39310, 39312, 39313, 39314, 39315, 39317, 39318, 39840, 39330, 39849, 39850, 39340, 39860, 39350, 39360, 39418]",10,105501.7
2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cantabria,253554.0,490,"[39430, 39438, 39450, 39451, 39460, 39470, 39477, 39478, 39479, 39491, 39500, 39507, 39509, 39520, 39525, 39527, 39528, 39530, 39538, 39539, 39540, 39547, 39549, 39570, 39584, 39590, 39591, 39592, 39593, 39594, 39612, 39619, 39620, 39626, 39627, 39630, 39120, 39638, 39639, 39649, 39650, 39660, 39670, 39679, 39690, 39691, 39692, 39694, 39696, 39699, 39710, 39200, 39715, 39716, 39718, 39719, 39720, 39210, 39722, 39212, 39213, 39724, 39727, 39728, 39738, 39764, 39792, 39800, 39292, 39806, 39809, 39300, 39812, 39813, 39310, 39311, 39312, 39313, 39314, 39315, 39317, 39318, 39840, 39849, 39340, 39860, 39350, 39360, 39400, 39407, 39408, 39409, 39410, 39418, 39419]",8,31694.25
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cantabria,1117113.0,1832,"[39438, 39439, 39450, 39451, 39470, 39477, 39478, 39479, 39490, 39491, 39500, 39507, 39509, 39510, 39511, 39513, 39002, 39003, 39004, 39005, 39006, 39007, 39520, 39009, 39008, 39011, 39012, 39525, 39526, 39527, 39528, 39010, 39530, 39538, 39539, 39540, 39547, 39548, 39549, 39550, 39551, 39001, 39554, 39557, 39559, 39560, 39569, 39570, 39577, 39580, 39583, 39586, 39587, 39590, 39591, 39592, 39593, 39594, 39595, 39600, 39608, 39609, 39610, 39611, 39100, 39612, 39613, 39618, 39619, 39620, 39108, 39110, 39626, 39627, 39630, 39120, 39638, 39639, 39130, 39649, 39650, 39140, 39660, 39150, 39670, 39160, 39170, 39685, 39686, 39687, 39690, 39180, 39692, 39694, 39698, 39699, 39700, 39192, 39193, 39706, 39195, 39197, 39709, 39710, 39200, 39715, 39716, 39717, 39718, 39719, 39720, 39210, 39211, 39724, 39213, 39212, 39727, 39728, 39725, 39730, 39722, 39738, 39740, 39230, 39232, 39750, 39760, 39761, 39250, 39762, 39764, 39766, 39770, 39776, 39777, 39778, 39787, 39788, 39790, 39791, 39792, 39793, 39794, 39795, 39798, 39800, 39292, 39805, 39806, 39807, 39808, 39809, 39300, 39812, 39813, 39815, 39820, 39310, 39311, 39312, 39313, 39314, 39315, 39318, 39320, 39840, 39329, 39330, 39849, 39340, 39860, 39350, 39360, 39880, 39400, 39407, 39408, 39409, 39418, 39419, 39420]",6,186185.5
2023-05-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,4209965.0,1053,"[12550, 12300, 12560, 12180, 12183, 12190, 12200, 12593, 12594, 12595, 12596, 12100, 12001, 12002, 12003, 12004, 12005, 12006, 12400, 12530, 12540]",5,841993.0
2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,505686.0,140,"[12549, 12170, 12560, 12570, 12190, 12192, 12320, 12579, 12580, 12200, 12589, 12593, 12596, 12598, 12599, 12350, 12500, 12001, 12004, 12005, 12006, 12520, 12526, 12530, 12540, 12413]",4,126421.5
2023-09-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Castellon,1737279.0,169,"[12550, 12520, 12589, 12526, 12527, 12592, 12560, 12530, 12539, 12540, 12190]",2,868639.5
2023-09-12,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Castellon,1869828.0,781,"[12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12520, 12520, 12530, 12530, 12530, 12530, 12520, 12529, 12530, 12520, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12520, 12520, 12530, 12539, 12530, 12530, 12539, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12520, 12530, 12520, 12530, 12526, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12526, 12520, 12530, 12520, 12520, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12529, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12520, 12520, 12539, 12520, 12520, 12539, 12520, 12530, 12530, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12520, 12539, 12520, 12520, 12530, 12530, 12520, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12526, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12529, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12520, 12520, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12539, 12530, 12530, 12529, 12530, 12526, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12529, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12539, 12539, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12539, 12530, 12530, 12530, 12539, 12539, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12520, 12530, 12530, 12520, 12530, 12530, 12539, 12530, 12530, 12530, 12520, 12530, 12530, 12530, 12530, 12539, 12520, 12539, 12530, 12530, 12530, 12530, 12526, 12539, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12530, 12539, 12530, 12530, 12520, 12530]",1,1869828.0
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Castellon,257560.0,419,"[12420, 12165, 12429, 12431, 12179, 12312, 12440, 12318, 12192, 12449, 12194, 12193, 12460, 12100, 12110, 12118, 12119, 12120, 12001, 12002, 12003, 12004, 12005, 12006, 12134, 12132, 12135, 12150]",5,51512.0
2023-09-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ciudad Real,831294.0,354,"[13700, 13580, 13710, 13200, 13329, 13600, 13619, 13620, 13630, 13120, 13249, 13248, 13640, 13260, 13660, 13279, 13170, 13428, 13179]",7,118756.28571428572
2023-09-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ciudad Real,87090.0,35,"[13700, 13413, 13190, 13160, 13610, 13260, 13005, 13580, 13270, 13595, 13630]",5,17418.0
2023-09-03,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ciudad Real,555991.0,29,"[13427, 13120, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427, 13427]",1,555991.0
2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cordoba,456694.0,18,"[14400, 14500, 14950, 14470, 14410, 14480]",4,114173.5
2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Cordoba,8978313.0,8112,"[14850, 14857, 14858, 14859, 14350, 14930, 14420, 14940, 14430, 14439, 14440, 14450, 14470, 14001, 14002, 14003, 14004, 14005, 14006, 14007, 14008, 14009, 14010, 14011, 14012, 14013, 14014, 14520, 14016, 14017, 14530, 14021, 14540, 14029, 14546, 14547, 14548, 14549, 14550, 14071, 14080, 14610, 14100, 14620, 14110, 14111, 14112, 14113, 14115, 14120, 14129, 14130, 14650, 14140, 14659, 14660, 14150, 14700, 14190, 14191, 14192, 14193, 14709, 14710, 14711, 14719, 14720, 14210, 14729, 14730, 14739, 14740, 14300, 14820, 14310, 14830, 14320, 14840]",8,1122289.125
2023-05-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,118790.0,29,"[16400, 16260, 16269, 16630]",3,39596.66666666666
2023-06-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,273585.0,86,"[16193, 16001, 16002, 16003, 16004, 16194, 16460, 16145, 16123, 16316, 16191]",4,68396.25
2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,2967331.0,341,"[16640, 16001, 16770, 16004, 16647, 16779, 16780, 16400, 16660, 16412, 16413, 16414, 16415, 16432, 16433, 16195, 16200, 16470, 16600, 16216, 16730, 16100, 16235, 16620, 16114, 16500, 16630, 16120, 16122, 16638]",6,494555.1666666667
2023-09-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Cuenca,3551954.0,273,"[16610, 16611, 16708, 16709, 16230, 16200, 16235, 16620, 16237, 16460, 16813, 16236, 16433, 16500, 16280, 16251, 16600]",2,1775977.0
2023-05-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Gipuzkoa,288667.0,23,"[20130, 20493, 20128, 20128, 20128, 20140, 20128, 20120, 20120, 20120, 20128, 20130, 20115, 20115, 20120, 20140, 20128, 20120, 20491, 20120, 20120, 20120, 20018]",1,288667.0
2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Gipuzkoa,657807.0,532,"[20100, 20110, 20115, 20120, 20001, 20002, 20130, 20004, 20005, 20006, 20007, 20008, 20009, 20010, 20011, 20012, 20013, 20014, 20015, 20140, 20017, 20018, 20016, 20280, 20003, 20159, 20800, 20160, 20036, 20809, 20810, 20170, 20300, 20301, 20302, 20303, 20304, 20305, 20180]",7,93972.42857142857
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Gipuzkoa,1095198.0,942,"[20490, 20491, 20494, 20495, 20496, 20500, 20001, 20002, 20003, 20004, 20005, 20006, 20007, 20008, 20009, 20010, 20011, 20012, 20013, 20014, 20015, 20017, 20018, 20540, 20550, 20560, 20568, 20569, 20570, 20577, 20578, 20600, 20100, 20110, 20115, 20120, 20128, 20130, 20140, 20150, 20159, 20160, 20170, 20690, 20180, 20700, 20709, 20200, 20720, 20210, 20211, 20212, 20213, 20214, 20215, 20216, 20217, 20730, 20738, 20739, 20740, 20230, 20749, 20750, 20240, 20759, 20247, 20249, 20250, 20268, 20269, 20270, 20280, 20800, 20808, 20809, 20810, 20300, 20301, 20302, 20303, 20304, 20305, 20820, 20829, 20830, 20850, 20870, 20400]",5,219039.6
2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,87673.0,17,"[17457, 17813, 17457, 17179, 17813, 17813, 17458, 17179, 17813, 17457, 17457, 17179, 17458, 17813, 17457, 17179, 17813]",1,87673.0
2023-09-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Girona,311770.0,74,"[17248, 17249, 17250, 17251, 17220, 17124, 17255, 17320, 17256, 17003, 17486, 17200, 17404, 17246]",2,155885.0
2023-05-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,346763.0,5,"[18150, 18850, 18563, 18230]",3,115587.66666666669
2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Granada,1283094.0,525,"[18816, 18560, 18830, 18194, 18195, 18450, 18197, 18200, 18210, 18339, 18858, 18220, 18230, 18360, 18110, 18370, 18130, 18003, 18009, 18010, 18011, 18012, 18013, 18014, 18015, 18815]",12,106924.5
2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Granada,1540308.0,2001,"[18181, 18190, 18191, 18192, 18193, 18194, 18320, 18196, 18198, 18199, 18080, 18130, 18860, 18100, 18614, 18870, 18620, 18110, 18500, 18004, 18630, 18128, 18120, 18002, 18125, 18127, 18512, 18640, 18001, 18003, 18516, 18005, 18006, 18007, 18008, 18518, 18010, 18011, 18140, 18013, 18014, 18015, 18012, 18656, 18657, 18650, 18016, 18770, 18150, 18151, 18152, 18400, 18410, 18800, 18160, 18418, 18009, 18519, 18810]",8,192538.5
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Granada,265572.0,233,"[18816, 18817, 18820, 18181, 18700, 18830, 18193, 18708, 18196, 18711, 18840, 18720, 18850, 18600, 18730, 18858, 18860, 18480, 18740, 18613, 18870, 18614, 18430, 18750, 18880, 18500, 18760, 18891, 18511, 18512, 18514, 18516, 18518, 18519, 18140, 18400, 18152, 18413, 18414, 18670, 18800, 18417, 18418, 18420, 18810, 18814]",6,44262.0
2023-06-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,78862.0,17,"[19200, 19141, 19174, 19117, 19160, 19162]",3,26287.33333333333
2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,193010.0,84,"[19200, 19170, 19171, 19174, 19111, 19209, 19197, 19113, 19119, 19187, 19190, 19320, 19162, 19290, 19004, 19005]",4,48252.5
2023-09-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,469871.0,164,"[19200, 19208, 19209, 19490, 19115, 19000, 19001, 19002, 19003, 19004, 19133, 19005, 19290, 19162, 19171, 19174, 19180, 19185, 19198]",7,67124.42857142857
2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,210721.0,27,"[19200, 19170, 19171, 19208, 19180, 19248, 19185, 19187, 19194, 19162, 19002, 19004, 19005]",2,105360.5
2023-12-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Guadalajara,80864.0,19,"[19170, 19171, 19174, 19208, 19180, 19185, 19194, 19005, 19198]",3,26954.666666666668
2023-10-24,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huelva,3410456.0,812,"[21120, 21122, 21639, 21640, 21001, 21002, 21003, 21004, 21005, 21006, 21007, 21130, 21400, 21660, 21280, 21409, 21410, 21800, 21420, 21430, 21819, 21820, 21440, 21449, 21450, 21459, 21590, 21340, 21600, 21860, 21610, 21100, 21620, 21110, 21500, 21630]",7,487208.0
2023-10-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huelva,91388.0,28,"[21120, 21001, 21002, 21610, 21450, 21005, 21840, 21620, 21110, 21400, 21500]",2,45694.0
2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Huelva,2336790.0,838,"[21760, 21440, 21730, 21449, 21001, 21710, 21750, 21400]",8,292098.75
2023-05-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,442426.0,20,"[22210, 22411, 22413, 22415, 22131, 22300]",2,221213.0
2023-11-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Huesca,123064.0,16,"[22665, 22730, 22700, 22640, 22870, 22712]",2,61532.0
2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Huesca,268726.0,193,"[22661, 22150, 22666, 22163, 22440, 22700, 22193, 22450, 22451, 22452, 22449, 22710, 22714, 22463, 22720, 22336, 22338, 22466, 22340, 22469, 22467, 22600, 22730, 22860, 22612, 22613, 22870, 22360, 22361, 22363, 22364, 22370, 22373, 22630, 22376, 22378, 22636, 22637, 22639, 22640]",9,29858.444444444445
2023-10-20,CAUSAS NATURALES/EMBATE DE MAR,Illes Balears,327948.0,8,"[7014, 7015, 7180, 7150, 7157, 7830, 7160, 7610]",2,163974.0
2023-03-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,2060102.0,259,"[7680, 7170, 7300, 7559, 7688, 7560, 7310, 7311, 7312, 7313, 7314, 7570, 7316, 7184, 7315, 7440, 7190, 7193, 7194, 7195, 7580, 7196, 7579, 7200, 7458, 7460, 7208, 7209, 7210, 7469, 7470, 7100, 7110, 7500, 7120, 7001, 7006, 7519, 7008, 7010, 7011, 7400, 7144, 7530, 7660, 7150, 7540, 7669, 7160, 7420, 7550]",5,412020.4
2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,177515.0,41,"[7140, 7012, 7142, 7143, 7208, 7144, 7210, 7620, 7760, 7260, 7230]",5,35503.0
2023-08-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,299047.0,75,"[7300, 7310, 7312, 7313, 7570, 7440, 7316, 7194, 7579, 7580, 7458, 7460, 7590, 7850, 7210, 7469, 7470, 7740, 7100, 7108, 7109, 7760, 7769, 7008, 7012, 7013, 7014, 7400, 7160, 7420, 7550]",3,99682.33333333331
2023-09-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,713279.0,88,"[7680, 7009, 7010, 7011, 7650, 7013, 7141, 7015, 7014, 7180, 7181, 7150, 7120, 7760, 7184, 7003, 7420]",3,237759.66666666663
2023-10-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Illes Balears,336539.0,70,"[7680, 7300, 7559, 7560, 7315, 7702, 7190, 7710, 7340, 7360, 7110, 7005, 7006, 7007, 7011, 7013, 7530, 7540, 7420, 7550]",3,112179.66666666669
2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Illes Balears,1268193.0,1418,"[7170, 7179, 7180, 7181, 7182, 7183, 7184, 7312, 7313, 7310, 7316, 7190, 7320, 7193, 7194, 7192, 7196, 7198, 7199, 7710, 7460, 7340, 7469, 7470, 7600, 7609, 7610, 7611, 7100, 7101, 7108, 7110, 7120, 7001, 7002, 7003, 7004, 7005, 7006, 7007, 7008, 7009, 7010, 7011, 7012, 7141, 7013, 7015, 7014, 7150, 7157, 7159, 7160]",10,126819.3
2023-02-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Illes Balears,582480.0,242,"[7170, 7179, 7950, 7312, 7313, 7314, 7315, 7316, 7570, 7193, 7580, 7589, 7590, 35627, 7340, 7349, 7100, 7108, 7110, 7001, 7140]",3,194160.0
2023-08-27,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Illes Balears,513358.0,312,"[7006, 7340, 7670, 7179, 7200, 7208, 7100, 7100, 7369, 7193, 7590, 7200, 7110, 7193, 7589, 7109, 7100, 7580, 7109, 7100, 7110, 7590, 7100, 7100, 7669, 7590, 7100, 7100, 7100, 7170, 7170, 7109, 7340, 7193, 7108, 7313, 7100, 7340, 7100, 7669, 7590, 7100, 7100, 7100, 7340, 7193, 7100, 7193, 7313, 7590, 7200, 7108, 7589, 7589, 7590, 7110, 7200, 7200, 7170, 7313, 7200, 7316, 7589, 7100, 7170, 7170, 7100, 7590, 7193, 7200, 7110, 7340, 7580, 7170, 7589, 7590, 7590, 7200, 7100, 7170, 7313, 7590, 7100, 7193, 7200, 7590, 7590, 7670, 7193, 7340, 7313, 7670, 7580, 7100, 7589, 7590, 7340, 7590, 7170, 7580, 7108, 7580, 7580, 7590, 7200, 7590, 7590, 7590, 7590, 7580, 7590, 7590, 7590, 7580, 7590, 7312, 7140, 7580, 7669, 7140, 7590, 7170, 7109, 7100, 7340, 7170, 7170, 7630, 7590, 7100, 7100, 7170, 7100, 7170, 7108, 7193, 7669, 7170, 7589, 7002, 7312, 7179, 7108, 7100, 7340, 7108, 7109, 7340, 7170, 7108, 7580, 7312, 7110, 7010, 7110, 7590, 7590, 7193, 7313, 7670, 7010, 7670, 7170, 7110, 7100, 7580, 7193, 7340, 7179, 7340, 7179, 7100, 7109, 7590, 7193, 7193, 7110, 7193, 7200, 7580, 7340, 7580, 7580, 7110, 7580, 7100, 7108, 7200, 7669, 7100, 7590, 7100, 7100, 7193, 7193, 7193, 7200, 7670, 7200, 7580, 7669, 7110, 7101, 7110, 7200, 7100, 7193, 7590, 7669, 7590, 7170, 7193, 7200, 7100, 7193, 7110, 7100, 7340, 7193, 7193, 7109, 7193, 7590, 7170, 7193, 7589, 7670, 7108, 7590, 7100, 7100, 7193, 7179, 7193, 7170, 7340, 7100, 7340, 7313, 7340, 7580, 7590, 7193, 7590, 7669, 7580, 7193, 7170, 7580, 7100, 7340, 7100, 7590, 7580, 7590, 7590, 7590, 7580, 7100, 7100, 7580, 7590, 7200, 7590, 7193, 7200, 7670, 7193, 7340, 7340, 7340, 7170, 7193, 7193, 7590, 7110, 7340, 7340, 7108, 7590, 7589, 7590, 7110, 7008, 7100, 7590, 7200, 7193, 7580, 7100, 7170, 7590, 7108, 7100, 7340, 7108, 7108, 7003, 7100, 7340, 7580, 7108, 7110, 7170, 7170, 7170, 7193, 7590, 7590, 7100, 7340, 7108]",1,513358.0
2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Jaen,223318.0,20,"[23680, 23490, 23686, 23687, 23530, 23500, 23660, 23215, 23610, 23100, 23450]",2,111659.0
2023-06-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,4073926.0,717,"[26240, 26370, 26371, 26375, 26120, 26250, 26001, 26002, 26003, 26004, 26005, 26006, 26007, 26520, 26008, 26130, 26009, 26140, 26141, 26142, 26134, 26144, 26530, 26160, 26291, 26300, 26311, 26312, 26313, 26314, 26315, 26323, 26325, 26200, 26210, 26340, 26350, 26223, 26359, 26360]",7,581989.4285714285
2023-07-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,1711863.0,164,"[26210, 26211, 26212, 26540, 26350, 26550, 26007, 26200, 26329, 26559]",4,427965.75
2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,La Rioja,87629.0,16,"[26520, 26580, 26259, 26540]",7,12518.42857142857
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,La Rioja,346208.0,359,"[26240, 26001, 26370, 26374, 26375, 26120, 26121, 26250, 26376, 26002, 26124, 26003, 26127, 26256, 26257, 26130, 26259, 26004, 26005, 26006, 26007, 26260, 26258, 26008, 26009, 26140, 26261, 26142, 26270, 26144, 26530, 26147, 26148, 26280, 26288, 26289, 26291, 26292, 26300, 26311, 26313, 26314, 26315, 26190, 26320, 26321, 26322, 26323, 26580, 26325, 26324, 26327, 26584, 26200, 26329, 26585, 26326, 26589, 26210, 26211, 26340, 26213, 26214, 26338, 26215, 26123, 26220, 26222, 26350, 26100, 26513, 26230, 26360]",5,69241.6
2023-12-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Las Palmas,159348.0,55,"[35500, 35340, 35550]",4,39837.0
